ID,gender,Partner,ServiceForPhone,2ormoreLines,ServiceforInternet,Security,ProtectionforDevice,Support,UseType,MonthlyofCharges,TotalofCharges
2283,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.55,71.55
2284,Male,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,55.9,157.55
2285,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,93.9,5029.2
2286,Male,Yes,Yes,No,DSL,No,Yes,Yes,Month-to-month,64.4,581.7
2287,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,108.4,7318.2
2288,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,85.3,420.45
2289,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,107.45,7576.7
2290,Female,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,48.75,633.4
2291,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.65,321.65
2292,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,91.3,4965
2293,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,Two year,85.95,6151.9
2294,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,106.7,1253.9
2295,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,25.15,25.15
2296,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.2,45.2
2297,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,110.35,5893.15
2298,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,79.2,5420.65
2299,Female,No,Yes,No,DSL,Yes,No,No,Two year,55.5,2627.35
2300,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,103.25,5037.55
2301,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,90.25,743.75
2302,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,91.25,6589.6
2303,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,47.8,92.45
2304,Male,Yes,Yes,No,Fiber optic,Yes,No,No,One year,100.9,6733.15
2305,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,97.7,3410
2306,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.85,199.85
2307,Female,Yes,Yes,No,DSL,No,No,Yes,One year,65.6,593.3
2308,Male,Yes,Yes,No,Fiber optic,Yes,Yes,No,One year,104.65,7288.4
2309,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Two year,90.45,5229.8
2310,Male,No,No,No phone service,DSL,Yes,Yes,Yes,Two year,63.7,4464.8
2311,Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,104.5,5068.05
2312,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,401.85
2313,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,104.3,4451.85
2314,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,93.25,6688.95
2315,Male,Yes,Yes,Yes,DSL,No,No,Yes,One year,73.45,2661.1
2316,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.7,73.05
2317,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.25,1211.65
2318,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,100.5,7030.65
2319,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,90.6,1020.2
2320,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,89.4,5597.65
2321,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,95.45,6223.3
2322,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.45,1024.65
2323,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,98.6,2933.2
2324,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,83.05,1258.3
2325,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.95,82.9
2326,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,109.15,7789.6
2327,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,85.7,2067
2328,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,102.05,3452.55
2329,Female,No,Yes,Yes,Fiber optic,No,No,Yes,One year,94.7,5468.95
2330,Male,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,64.4,1802.15
2331,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,26.8,733.55
2332,Female,Yes,Yes,No,DSL,Yes,Yes,No,One year,66.05,3021.45
2333,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,65.2,3687.85
2334,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.05,1391.15
2335,Male,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,55.8,274.35
2336,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.4,1214.05
2337,Female,No,Yes,Yes,Fiber optic,No,Yes,No,One year,104.75,5510.65
2338,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.95,1322.85
2339,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.25,1973.75
2340,Female,Yes,No,No phone service,DSL,Yes,Yes,No,One year,45.0,2196.3
2341,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,114.9,7843.55
2342,Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,106.4,3211.9
2343,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,46.1,130.15
2344,Female,No,No,No phone service,DSL,Yes,Yes,Yes,Two year,39.7,692.35
2345,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,85.5
2346,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,95.75,6849.4
2347,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.4,203.95
2348,Male,Yes,No,No phone service,DSL,Yes,Yes,No,Month-to-month,33.6,2117.2
2349,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,90.45,6565.85
2350,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.0,424.75
2351,Female,No,Yes,No,DSL,Yes,Yes,Yes,Two year,67.4,3306.85
2352,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.7,168.9
2353,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.35,253.8
2354,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.6,197.4
2355,Male,Yes,Yes,No,DSL,Yes,No,No,Two year,54.2,3838.2
2356,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.2,2065.15
2357,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,One year,75.1,5064.45
2358,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.7,1140.05
2359,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,72.75,2447.45
2360,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,1263.9
2361,Female,No,Yes,No,DSL,No,No,No,Month-to-month,45.95,45.95
2362,Male,Yes,No,No phone service,DSL,Yes,No,No,Month-to-month,39.2,1838.15
2363,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.75,44.75
2364,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,82.65,1185
2365,Male,No,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,93.9,1743.9
2366,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.15,70.15
2367,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,85.55,85.55
2368,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,117.15,8529.5
2369,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,99.25,6549.45
2370,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,112.55,7806.5
2371,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,25.7,25.7
2372,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,90.3,6287.3
2373,Female,Yes,Yes,No,DSL,No,No,Yes,One year,49.4,3251.85
2374,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,50.6
2375,Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,109.7,7904.25
2376,Male,No,Yes,No,DSL,No,No,No,One year,61.25,729.95
2377,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,55.3,2654.05
2378,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.3,2416.55
2379,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,106.35,3520.75
2380,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,103.75,5969.95
2381,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.5,226.8
2382,Female,No,No,No phone service,DSL,Yes,No,Yes,One year,39.5,1082.75
2383,Male,Yes,No,No phone service,DSL,No,No,No,Month-to-month,26.05,565.75
2384,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,91.05,4370.75
2385,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,29.65,90.05
2386,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,50.2,2169.4
2387,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,105.3,550.6
2388,Female,No,Yes,No,DSL,No,No,No,Month-to-month,55.45,55.45
2389,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One year,85.45,6300.85
2390,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.8,160.05
2391,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,59.25,436.6
2392,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,90.7,1781.35
2393,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,One year,103.7,3467
2394,Male,No,Yes,Yes,Fiber optic,No,No,No,One year,79.05,5552.5
2395,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,90.7,2835.5
2396,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,95.0,3591.25
2397,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,88.35,88.35
2398,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,30.25,63.75
2399,Female,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,49.85,617.15
2400,Female,No,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,93.0,870.25
2401,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,54.55,601.25
2402,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.7,111.65
2403,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,84.8,6046.1
2404,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,94.45,3923.8
2405,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,94.2,777.3
2406,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,96.25,512.45
2407,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.7,141.45
2408,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.85,892.15
2409,Male,Yes,No,No phone service,DSL,No,Yes,Yes,One year,60.0,1682.05
2410,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,80.45,3398.9
2411,Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Two year,84.95,4984.85
2412,Female,Yes,No,No phone service,DSL,No,No,Yes,One year,33.55,1445.3
2413,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,49.65,305.55
2414,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.2,507.9
2415,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.55,3640.45
2416,Male,No,Yes,Yes,Fiber optic,No,Yes,No,One year,100.5,2673.45
2417,Male,No,No,No phone service,DSL,No,No,Yes,Month-to-month,35.75,389.8
2418,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,86.45,2401.05
2419,Female,No,Yes,No,DSL,No,Yes,Yes,One year,53.8,651.55
2420,Male,Yes,No,No phone service,DSL,Yes,No,No,Month-to-month,38.55,156.1
2421,Male,No,No,No phone service,DSL,No,Yes,No,Month-to-month,39.9,2796.35
2422,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.05,70.05
2423,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,407.05
2424,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,112.95,6465
2425,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.3,511.25
2426,Female,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,35.65,646.05
2427,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,35.9,35.9
2428,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,99.25,3777.15
2429,Male,Yes,Yes,No,Fiber optic,Yes,Yes,No,One year,82.95,4903.15
2430,Male,No,Yes,No,DSL,Yes,Yes,No,Two year,55.65,1653.85
2431,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,24.45,47.5
2432,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,25.2,1306.3
2433,Male,No,No,No phone service,DSL,Yes,Yes,Yes,One year,50.8,463.6
2434,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.65,60.65
2435,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,59.8,824.85
2436,Female,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,73.55,2094.65
2437,Female,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,61.4,438.9
2438,Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,103.35,847.3
2439,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.9,329.75
2440,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.45,674.55
2441,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,81.5,162.55
2442,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.8,546.95
2443,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,109.55,7887.25
2444,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,99.95,3186.65
2445,Female,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,74.4,1972.35
2446,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,90.0,1527.35
2447,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,74.9,490.55
2448,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,104.85,1531.4
2449,Male,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,59.65,683.25
2450,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,110.45,8058.85
2451,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,106.1,2847.4
2452,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.2,1133.9
2453,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.45,294.45
2454,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.55,1719.15
2455,Female,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,89.35,461.7
2456,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.55,1160.45
2457,Male,Yes,Yes,No,Fiber optic,No,Yes,No,One year,90.65,5199.8
2458,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,105.05,5163.3
2459,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.45,162.3
2460,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.55,883.35
2461,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.7,1341.5
2462,Male,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,70.45,70.45
2463,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.65,659.45
2464,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,77.15,77.15
2465,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,35.25,35.25
2466,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.55,1205.05
2467,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,One year,97.95,4917.9
2468,Male,Yes,No,No phone service,DSL,No,No,No,Month-to-month,48.55,201
2469,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.0,599.3
2470,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.25,1733.15
2471,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,98.4,5149.5
2472,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,70.9,4677.1
2473,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.85,119.3
2474,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,106.35,4849.1
2475,Female,No,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,99.5,5424.25
2476,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,84.7,5878.9
2477,Male,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,86.05,244.85
2478,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.55,220.75
2479,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,75.85,4261.2
2480,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,93.85,5574.75
2481,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.0,1501.75
2482,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,45.0,89.75
2483,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,100.7,4541.2
2484,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.5,255.5
2485,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,80.45,1072
2486,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,One year,90.45,2509.25
2487,Male,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,60.45,1440.75
2488,Male,No,Yes,No,DSL,No,Yes,Yes,Month-to-month,55.25,1715.65
2489,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One year,78.45,5333.35
2490,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Two year,100.55,3895.35
2491,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.35,869.9
2492,Male,Yes,No,No phone service,DSL,Yes,No,Yes,Month-to-month,54.45,706.85
2493,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,90.75,512.25
2494,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.35,2636.05
2495,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.25,814.75
2496,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,388.6
2497,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.6,93.45
2498,Male,Yes,Yes,No,DSL,No,No,Yes,Month-to-month,53.8,1389.85
2499,Male,No,Yes,No,DSL,Yes,Yes,No,One year,70.2,2894.55
2500,Male,Yes,Yes,No,DSL,Yes,No,Yes,One year,75.5,4025.6
2501,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.35,1354.4
2502,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,26.05,1856.4
2503,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.6,926
2504,Male,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,75.7,189.2
2505,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,682.1
2506,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.3,1778.7
2507,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.5,1816.2
2508,Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,110.5,7069.25
2509,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.25,1841.2
2510,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.25,74.25
2511,Male,Yes,Yes,No,Fiber optic,Yes,Yes,No,One year,90.1,2656.7
2512,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,68.75,1689.45
2513,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.2,1054.75
2514,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,89.7,2187.55
2515,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,115.1,7334.05
2516,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.4,1581.2
2517,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.5,69.5
2518,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,99.65,2404.85
2519,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,91.45,171.45
2520,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,84.75,2839.45
2521,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.25,3132.75
2522,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,78.75,3942.45
2523,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.25,873.4
2524,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.9,1529.65
2525,Male,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,97.75,6991.6
2526,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,19.4
2527,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,83.3,803.3
2528,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.1,679.3
2529,Male,No,Yes,No,DSL,Yes,Yes,No,One year,62.7,2791.5
2530,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,100.4,715
2531,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.45,1681.6
2532,Female,No,Yes,No,Fiber optic,No,Yes,Yes,One year,101.1,4016.2
2533,Male,Yes,No,No phone service,DSL,Yes,No,No,Two year,50.9,3281.65
2534,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,107.2,7317.1
2535,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,92.2,6474.45
2536,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,25.3,676.35
2537,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,113.4,8164.1
2538,Male,Yes,No,No phone service,DSL,No,No,Yes,Two year,40.55,1325.85
2539,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,26.0,1654.85
2540,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,111.95,7795.95
2541,Female,Yes,No,No phone service,DSL,Yes,Yes,No,Two year,53.8,3952.45
2542,Male,No,Yes,No,DSL,No,No,Yes,One year,72.1,2495.15
2543,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,98.15,1230.25
2544,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,One year,78.85,876.75
2545,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,70.75,4263.45
2546,Female,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,76.15,1992.95
2547,Female,No,No,No phone service,DSL,Yes,No,Yes,Two year,39.1,1982.1
2548,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.95,562.7
2549,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,33.7
2550,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,1090.1
2551,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.45,227.45
2552,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,26.9,1250.85
2553,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.2,37.2
2554,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,50.0,892.7
2555,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,60.0,487.75
2556,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,84.55,3713.95
2557,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.45,141.7
